prov_insc;anio_div;anio_mat;dur_mat;cau_div;edad_hom;niv_insth;edad_muj;niv_instm
Guayas;2018;2011;7;Por mutuo consentimiento vía notarial;32;Secundaria;30; Secundaria
Santa Elena;2018;2014;4;Por mutuo consentimiento vía judicial;28;Superior no Universitario;24; Superior Universitario
Guayas;2018;2015;3;Por mutuo consentimiento vía judicial;27;Superior Universitario;22; Educación media / Bachillerato
Guayas;2018;2011;6;Por mutuo consentimiento vía judicial;26;Educación media / Bachillerato;27; Educación media / Bachillerato
Imbabura;2018;1994;24;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;44;Primaria;41; Primaria
Imbabura;2018;1989;29;Por mutuo consentimiento vía notarial;54;Primaria;49; Primaria
Imbabura;2018;2003;15;Por mutuo consentimiento vía judicial;52;Primaria;41; Primaria
Imbabura;2018;1986;31;Por mutuo consentimiento vía notarial;51;Educación básica;53; Educación básica
Imbabura;2018;2000;17;Por mutuo consentimiento vía judicial;42;Ninguno;40; Ninguno
Imbabura;2018;2009;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;30;Primaria;31; Primaria
Loja;2008;1971;37;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;71;Primaria;66; Primaria
El Oro;2017;2000;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Secundaria;40; Secundaria
Loja;2018;1995;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;48;Superior Universitario;47; Superior Universitario
El Oro;2018;1999;19;Por mutuo consentimiento vía judicial;46;Secundaria;38; Primaria
Pichincha;2018;1998;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;44;Educación media / Bachillerato;43; Superior no Universitario
Loja;2017;2002;15;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;33;Primaria;38; Primaria
Pichincha;2018;2008;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;34;Educación media / Bachillerato;47; Educación media / Bachillerato
Manabí;2018;2012;6;Por mutuo consentimiento vía judicial;36;Educación media / Bachillerato;27; Educación media / Bachillerato
Manabí;2018;1990;28;Por mutuo consentimiento vía notarial;58;Educación media / Bachillerato;50; Educación media / Bachillerato
Manabí;2018;1998;20;Por mutuo consentimiento vía judicial;40;Superior no Universitario;38; Superior Universitario
Manabí;2017;1998;19;Por mutuo consentimiento vía judicial;46;Educación básica;49; Educación media / Bachillerato
Galápagos;2017;2009;8;Por mutuo consentimiento vía judicial;42;Primaria;33; Educación básica
Manabí;2018;1995;22;Por mutuo consentimiento vía judicial;43;Educación media / Bachillerato;38; Educación media / Bachillerato
Manabí;2017;1993;24;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;50;Primaria;40; Educación básica
Manabí;2018;2010;8;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;32;Superior Universitario;33; Superior Universitario
Pichincha;2018;1999;19;Por mutuo consentimiento vía judicial;39;Educación media / Bachillerato;43; Educación básica
Manabí;2018;2016;2;Por mutuo consentimiento vía judicial;41;Educación media / Bachillerato;36; Educación media / Bachillerato
Pichincha;2017;2015;2;Por mutuo consentimiento vía judicial;33;Educación básica;29; Educación básica
Manabí;2018;2006;11;Por mutuo consentimiento vía judicial;34;Superior Universitario;31; Superior Universitario
Pichincha;2018;2004;13;Por mutuo consentimiento vía judicial;34;Superior no Universitario;29; Superior Universitario
Manabí;2018;2009;9;Por mutuo consentimiento vía judicial;31;Superior Universitario;29; Educación media / Bachillerato
Manabí;2014;2008;5;Por mutuo consentimiento vía judicial;31;Educación básica;27; Educación media / Bachillerato
Manabí;2018;2008;9;Por mutuo consentimiento vía judicial;29;Secundaria;28; Educación media / Bachillerato
Manabí;2018;2008;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;28;Secundaria;28; Secundaria
Manabí;2018;2010;7;Por mutuo consentimiento vía judicial;26;Educación básica;22; Educación media / Bachillerato
Manabí;2018;2014;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;23;Educación media / Bachillerato;21; Educación media / Bachillerato
Cañar;2018;1999;19;Por mutuo consentimiento vía judicial;44;Primaria;37; Primaria
Orellana;2018;1994;24;Por mutuo consentimiento vía notarial;47;Educación media / Bachillerato;43; Educación media / Bachillerato
Cañar;2018;2008;9;Por mutuo consentimiento vía judicial;32;Primaria;24; Educación media / Bachillerato
Tungurahua;2017;2009;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;28;Educación básica;27; Educación básica
Pichincha;2018;1998;20;Por mutuo consentimiento vía notarial;71;Superior Universitario;75; Educación media / Bachillerato
Pichincha;2018;1965;52;Por mutuo consentimiento vía notarial;73;Educación básica;73; Primaria
Pichincha;2018;2016;1;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;65;Educación básica;35; Educación básica
Pichincha;2018;1985;32;Por mutuo consentimiento vía notarial;57;Primaria;55; Educación básica
Pichincha;2018;2006;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;62;Superior Universitario;46; Superior Universitario
Pichincha;2018;1979;38;Por mutuo consentimiento vía notarial;60;Primaria;57; Educación media / Bachillerato
Pichincha;2016;1983;33;Por mutuo consentimiento vía notarial;61;Educación media / Bachillerato;56; Superior no Universitario
Pichincha;2018;1979;38;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;59;Educación media / Bachillerato;56; Educación media / Bachillerato
Guayas;2017;2010;6;Por mutuo consentimiento vía notarial;65;Secundaria;34; Primaria
Esmeraldas;2018;2005;12;El adulterio de uno de los cónyuges;58;Educación media / Bachillerato;52; Secundaria
Pichincha;2018;2012;5;Por mutuo consentimiento vía notarial;55;Superior no Universitario;41; Superior no Universitario
Pichincha;2018;1989;28;Por mutuo consentimiento vía notarial;51;Educación media / Bachillerato;58; Superior Universitario
Pichincha;2018;1990;27;Por mutuo consentimiento vía notarial;53;Superior no Universitario;52; Educación media / Bachillerato
Pichincha;2018;1999;19;Por mutuo consentimiento vía notarial;52;Superior no Universitario;57; Superior no Universitario
Pichincha;2017;2012;5;Por mutuo consentimiento vía notarial;51;Educación media / Bachillerato;50; Secundaria
Pichincha;2016;1993;22;Por mutuo consentimiento vía judicial;52;Superior no Universitario;44; Educación media / Bachillerato
Pichincha;2017;2001;16;Por mutuo consentimiento vía judicial;45;Educación media / Bachillerato;44; Educación media / Bachillerato
Pichincha;2018;2012;5;Por mutuo consentimiento vía notarial;51;Educación media / Bachillerato;47; Superior no Universitario
Loja;2017;1998;19;Por mutuo consentimiento vía judicial;42;Superior Universitario;39; Superior Universitario
Pichincha;2017;2003;14;Por mutuo consentimiento vía judicial;50;Superior no Universitario;43; Educación media / Bachillerato
Pichincha;2018;1994;23;Por mutuo consentimiento vía judicial;44;Superior no Universitario;42; Superior Universitario
Esmeraldas;2011;1991;20;El adulterio de uno de los cónyuges;51;Secundaria;48; Educación media / Bachillerato
Carchi;2018;1994;24;Por mutuo consentimiento vía judicial;48;Educación media / Bachillerato;42; Educación media / Bachillerato
Pichincha;2018;1996;22;Por mutuo consentimiento vía judicial;45;Educación media / Bachillerato;48; Educación media / Bachillerato
Pichincha;2018;1997;21;Por mutuo consentimiento vía judicial;47;Educación básica;50; Educación básica
Pichincha;2018;2011;7;Por mutuo consentimiento vía judicial;39;Superior Universitario;35; Superior Universitario
Loja;2018;1996;21;Por mutuo consentimiento vía notarial;44;Primaria;41; Primaria
Pichincha;2018;2001;17;Por mutuo consentimiento vía judicial;45;Educación básica;36; Superior Universitario
Pichincha;2018;2006;11;Por mutuo consentimiento vía judicial;39;Educación media / Bachillerato;33; Superior no Universitario
Pichincha;2018;2007;11;Por mutuo consentimiento vía judicial;32;Educación media / Bachillerato;32; Educación media / Bachillerato
Pichincha;2018;2015;2;Por mutuo consentimiento vía judicial;43;Superior Universitario;39; Superior Universitario
Pichincha;2018;1999;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;43;Educación media / Bachillerato;37; Educación media / Bachillerato
Pichincha;2018;1994;23;Por mutuo consentimiento vía notarial;41;Educación media / Bachillerato;40; Educación media / Bachillerato
Pichincha;2018;2008;9;Por mutuo consentimiento vía judicial;39;Superior no Universitario;32; Educación media / Bachillerato
Pichincha;2018;1999;19;Por mutuo consentimiento vía judicial;39;Educación media / Bachillerato;40; Superior Universitario
Santo Domingo de los Tsáchilas;2018;2009;9;Por mutuo consentimiento vía judicial;38;Educación media / Bachillerato;26; Educación media / Bachillerato
Pichincha;2018;2012;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;40;Educación media / Bachillerato;31; Superior no Universitario
Pichincha;2018;2009;9;Por mutuo consentimiento vía judicial;36;Educación media / Bachillerato;35; Educación media / Bachillerato
Pichincha;2018;2013;5;Por mutuo consentimiento vía judicial;46;Superior Universitario;35; Superior Universitario
Pichincha;2018;2000;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;35;Educación básica;34; Educación media / Bachillerato
Manabí;2017;2005;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;37;Educación básica;33; Educación básica
Pichincha;2018;2007;11;Por mutuo consentimiento vía judicial;31;Superior Universitario;29; Superior Universitario
Manabí;2018;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;33;Superior Universitario;28; Superior Universitario
Pichincha;2018;2002;15;Por mutuo consentimiento vía judicial;34;Educación básica;35; Educación básica
Pichincha;2018;2008;9;Por mutuo consentimiento vía judicial;34;Educación media / Bachillerato;28; Superior Universitario
Pichincha;2017;2004;13;Por mutuo consentimiento vía judicial;36;Secundaria;35; Educación media / Bachillerato
Pichincha;2017;2014;3;Por mutuo consentimiento vía judicial;27;Educación media / Bachillerato;27; Educación media / Bachillerato
Pichincha;2018;2007;10;Por mutuo consentimiento vía judicial;29;Educación media / Bachillerato;27; Superior no Universitario
Imbabura;2018;2011;6;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;35;Primaria;25; Primaria
Santo Domingo de los Tsáchilas;2018;2008;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;28;Educación media / Bachillerato;28; Educación media / Bachillerato
Imbabura;2018;2010;7;Por mutuo consentimiento vía notarial;30;Primaria;37; Primaria
Pichincha;2018;2009;8;Por mutuo consentimiento vía judicial;30;Educación media / Bachillerato;27; Educación media / Bachillerato
Pichincha;2018;2011;6;Por mutuo consentimiento vía judicial;27;Educación media / Bachillerato;29; Educación media / Bachillerato
Tungurahua;2018;1995;23;Por mutuo consentimiento vía notarial;77;Secundaria;74; Educación media / Bachillerato
Tungurahua;2018;1981;37;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;56;Primaria;51; Primaria
Tungurahua;2018;1994;24;Por mutuo consentimiento vía judicial;42;Educación básica;40; Primaria
Tungurahua;2018;2010;7;Por mutuo consentimiento vía judicial;40;Educación media / Bachillerato;41; Educación media / Bachillerato
Tungurahua;2018;2005;12;Por mutuo consentimiento vía judicial;38;Superior Universitario;36; Superior Universitario
Tungurahua;2018;2014;3;Por mutuo consentimiento vía judicial;29;Superior Universitario;27; Primaria
Tungurahua;2018;2015;3;Por mutuo consentimiento vía judicial;29;Superior Universitario;29; Superior Universitario
Tungurahua;2018;2014;3;Por mutuo consentimiento vía judicial;25;Educación media / Bachillerato;22; Educación media / Bachillerato
Tungurahua;2018;2011;7;Por mutuo consentimiento vía judicial;26;Secundaria;25; Secundaria
El Oro;2018;1992;26;Por mutuo consentimiento vía notarial;48;Secundaria;47; Primaria
Zamora Chinchipe;2018;1994;24;Por mutuo consentimiento vía judicial;46;Primaria;40; Primaria
Galápagos;2018;1983;34;Por mutuo consentimiento vía notarial;57;Educación básica;47; Educación media / Bachillerato
Galápagos;2018;2007;11;Por mutuo consentimiento vía judicial;32;Educación media / Bachillerato;37; Educación media / Bachillerato
Guayas;2018;2000;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;50;Secundaria;54; Secundaria
Santa Elena;2018;2012;5;Por mutuo consentimiento vía judicial;24;Educación media / Bachillerato;24; Educación media / Bachillerato
Azuay;2018;2006;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;55;Superior Universitario;44; Educación básica
Azuay;2015;1985;29;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;74;Educación media / Bachillerato;64; Educación media / Bachillerato
Azuay;2018;2012;6;Por mutuo consentimiento vía judicial;59;Primaria;44; Primaria
Azuay;2018;1987;30;Por mutuo consentimiento vía judicial;52;Secundaria;47; Secundaria
Azuay;2018;2000;17;Por mutuo consentimiento vía judicial;49;Superior Universitario;38; Superior Universitario
Azuay;2018;2011;6;Por mutuo consentimiento vía notarial;38;Superior Universitario;33; Superior Universitario
Azuay;2018;1995;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;43;Secundaria;43; Secundaria
Azuay;2018;2007;11;Por mutuo consentimiento vía judicial;36;Educación básica;30; Educación básica
Azuay;2018;1999;18;Por mutuo consentimiento vía judicial;38;Secundaria;37; Secundaria
Azuay;2018;2013;5;Por mutuo consentimiento vía judicial;31;Secundaria;33; Superior Universitario
Azuay;2018;2005;12;Los tratos crueles o violencia contra la mujer o miembros del núcleo familiar;33;Educación media / Bachillerato;33; Educación media / Bachillerato
Azuay;2017;2008;8;Por mutuo consentimiento vía judicial;29;Superior Universitario;30; Superior Universitario
Azuay;2018;2010;8;Por mutuo consentimiento vía judicial;36;Primaria;32; Primaria
Azuay;2017;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;33;Secundaria;26; Secundaria
Azuay;2018;2015;3;Por mutuo consentimiento vía judicial;22;Educación básica;22; Superior Universitario
Azuay;2018;2007;10;Por mutuo consentimiento vía judicial;30;Primaria;29; Educación media / Bachillerato
Azuay;2018;2016;1;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;21;Educación media / Bachillerato;21; Educación media / Bachillerato
Azuay;2017;2001;15;Por mutuo consentimiento vía judicial;43;Secundaria;39; Secundaria
Cañar;2017;1984;33;Por mutuo consentimiento vía judicial;60;Educación media / Bachillerato;52; Educación media / Bachillerato
Bolívar;2018;2017;0;Por mutuo consentimiento vía judicial;45;Superior Universitario;32; Superior no Universitario
Bolívar;2018;2001;16;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Secundaria;40; Secundaria
Chimborazo;2017;2011;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;28;Secundaria;28; Secundaria
Pichincha;2018;2016;1;Por mutuo consentimiento vía notarial;63;Educación básica;54; Educación media / Bachillerato
Cañar;2018;1984;34;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;55;Superior Universitario;56; Educación media / Bachillerato
Cañar;2018;1985;32;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;52;Superior Universitario;50; Superior Universitario
Azuay;2017;1979;38;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;59;Educación básica;56; Educación básica
Cañar;2018;2002;16;Por mutuo consentimiento vía judicial;49;Educación media / Bachillerato;36; Superior Universitario
Cañar;2018;1997;21;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Primaria;41; Primaria
Cañar;2018;2000;18;Por mutuo consentimiento vía judicial;41;Primaria;34; Primaria
Cañar;2017;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;27;Secundaria;31; Primaria
Cañar;2018;2016;2;Por mutuo consentimiento vía notarial;23;Educación media / Bachillerato;20; Educación media / Bachillerato
Carchi;2015;1975;39;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;71;Educación básica;59; Educación básica
Imbabura;2018;2006;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;62;Primaria;61; Primaria
Carchi;2018;1991;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Educación básica;45; Educación básica
Pichincha;2018;1987;30;Por mutuo consentimiento vía notarial;53;Secundaria;49; Educación media / Bachillerato
Pichincha;2018;1994;24;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;51;Educación media / Bachillerato;57; Educación media / Bachillerato
Cotopaxi;2018;1988;30;Por mutuo consentimiento vía notarial;51;Secundaria;54; Secundaria
Pichincha;2018;1991;27;Por mutuo consentimiento vía judicial;48;Superior Universitario;49; Superior Universitario
Cotopaxi;2018;1999;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Superior Universitario;37; Superior Universitario
Cotopaxi;2018;2007;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;34;Superior Universitario;37; Educación media / Bachillerato
Cotopaxi;2017;2007;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;35;Secundaria;33; Educación media / Bachillerato
Cotopaxi;2017;2013;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;26;Secundaria;38; Jardín de Infantes
Chimborazo;2018;1989;29;Por mutuo consentimiento vía notarial;52;Primaria;47; Primaria
Chimborazo;2018;2001;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;48;Educación media / Bachillerato;37; Educación media / Bachillerato
Chimborazo;2018;1992;26;Por mutuo consentimiento vía notarial;45;Secundaria;44; Secundaria
Chimborazo;2018;2001;16;Por mutuo consentimiento vía judicial;41;Superior Universitario;40; Superior Universitario
Chimborazo;2012;1993;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;41;Primaria;40; Primaria
Pichincha;2018;2003;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;39;Educación media / Bachillerato;41; Educación media / Bachillerato
Chimborazo;2018;2008;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;31;Educación básica;29; Secundaria
Chimborazo;2018;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;30;Educación media / Bachillerato;30; Educación media / Bachillerato
El Oro;2018;1984;34;Por mutuo consentimiento vía notarial;55;Secundaria;55; Secundaria
El Oro;2018;1995;23;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;46;Primaria;46; Primaria
El Oro;2018;2006;12;Por mutuo consentimiento vía notarial;44;Secundaria;36; Primaria
El Oro;2018;2008;9;Por mutuo consentimiento vía notarial;38;Primaria;38; Secundaria
El Oro;2017;2009;8;Por mutuo consentimiento vía judicial;34;Primaria;33; Secundaria
El Oro;2018;2007;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;39;Superior Universitario;38; Superior Universitario
El Oro;2018;2003;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;35;Secundaria;34; Primaria
Santo Domingo de los Tsáchilas;2018;2010;7;Por mutuo consentimiento vía judicial;38;Educación básica;38; Educación básica
El Oro;2017;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;29;Primaria;23; Secundaria
El Oro;2018;2015;3;Por mutuo consentimiento vía notarial;28;Superior Universitario;22; Educación media / Bachillerato
El Oro;2018;2015;2;Por mutuo consentimiento vía judicial;26;Superior Universitario;26; Secundaria
Azuay;2017;2011;6;Por mutuo consentimiento vía judicial;27;Educación media / Bachillerato;25; Educación media / Bachillerato
Pichincha;2018;2016;1;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;41;Educación media / Bachillerato;38; Educación media / Bachillerato
Esmeraldas;2017;2006;10;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;41;Educación media / Bachillerato;31; Superior Universitario
Pichincha;2018;2006;12;Por mutuo consentimiento vía judicial;32;Educación media / Bachillerato;34; Secundaria
Esmeraldas;2018;1975;42;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;65;Superior Universitario;61; Superior Universitario
Guayas;2018;1984;34;Por mutuo consentimiento vía notarial;61;Secundaria;58; Secundaria
Manabí;2018;1977;41;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;61;Educación media / Bachillerato;65; Educación media / Bachillerato
Guayas;2018;1987;30;Por mutuo consentimiento vía notarial;57;Secundaria;51; Secundaria
Guayas;2018;1997;21;Por mutuo consentimiento vía judicial;56;Secundaria;50; Secundaria
Guayas;2018;1985;32;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;59;Secundaria;55; Secundaria
Guayas;2018;1986;31;Por mutuo consentimiento vía notarial;53;Secundaria;49; Secundaria
Guayas;2018;1988;30;Por mutuo consentimiento vía notarial;53;Secundaria;60; Educación media / Bachillerato
Guayas;2018;1993;24;Por mutuo consentimiento vía judicial;52;Secundaria;41; Secundaria
Guayas;2018;1991;26;Sin Información;48;Secundaria;47; Secundaria
Pichincha;2018;1997;21;Por mutuo consentimiento vía judicial;43;Educación media / Bachillerato;43; Educación media / Bachillerato
Morona Santiago;2018;2018;0;Por mutuo consentimiento vía notarial;48;Educación media / Bachillerato;46; Educación básica
Guayas;2018;1995;22;Por mutuo consentimiento vía notarial;46;Secundaria;41; Secundaria
Guayas;2017;2001;15;Por mutuo consentimiento vía judicial;46;Secundaria;44; Secundaria
Guayas;2017;1994;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;44;Secundaria;40; Secundaria
Pichincha;2018;1994;24;Por mutuo consentimiento vía notarial;42;Primaria;45; Primaria
Guayas;2018;2009;8;Por mutuo consentimiento vía judicial;43;Secundaria;27; Secundaria
Guayas;2018;2001;17;Por mutuo consentimiento vía judicial;39;Secundaria;37; Secundaria
Guayas;2008;1995;12;Por mutuo consentimiento vía judicial;42;Secundaria;40; Secundaria
Guayas;2018;2006;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Superior Universitario;42; Superior Universitario
Guayas;2018;2011;6;Por mutuo consentimiento vía judicial;42;Secundaria;42; Secundaria
Guayas;2018;2004;14;Por mutuo consentimiento vía judicial;43;Secundaria;41; Secundaria
Guayas;2018;2016;2;Por mutuo consentimiento vía notarial;27;Secundaria;26; Secundaria
Guayas;2018;2013;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;39;Secundaria;30; Educación media / Bachillerato
Guayas;2018;2009;9;Por mutuo consentimiento vía judicial;38;Educación media / Bachillerato;32; Educación media / Bachillerato
Galápagos;2018;2008;10;Por mutuo consentimiento vía notarial;32;Superior Universitario;51; Educación media / Bachillerato
Santa Elena;2018;2005;13;Por mutuo consentimiento vía judicial;36;Superior no Universitario;35; Educación media / Bachillerato
Guayas;2017;2012;5;Por mutuo consentimiento vía judicial;37;Superior Universitario;34; Secundaria
Guayas;2018;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;36;Secundaria;30; Secundaria
Guayas;2018;2005;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;31;Educación media / Bachillerato;29; Secundaria
Manabí;2018;2014;3;Por mutuo consentimiento vía judicial;32;Superior Universitario;31; Educación media / Bachillerato
Azuay;2018;2014;3;Por mutuo consentimiento vía notarial;30;Secundaria;26; Educación básica
Guayas;2018;2012;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;23;Secundaria;24; Secundaria
Guayas;2018;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Secundaria;43; Educación básica
Imbabura;2018;2001;16;Por mutuo consentimiento vía judicial;48;Primaria;48; Primaria
Imbabura;2017;2012;5;Por mutuo consentimiento vía notarial;36;Secundaria;27; Educación media / Bachillerato
Imbabura;2017;2014;2;Por mutuo consentimiento vía judicial;29;Educación media / Bachillerato;28; Educación media / Bachillerato
Imbabura;2016;2011;5;Por mutuo consentimiento vía judicial;22;Educación media / Bachillerato;27; Secundaria
Pichincha;2018;1986;32;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;63;Secundaria;78; Secundaria
El Oro;2018;1994;23;Por mutuo consentimiento vía notarial;47;Secundaria;47; Secundaria
Loja;2018;2014;4;Por mutuo consentimiento vía notarial;32;Superior Universitario;31; Superior Universitario
Loja;2018;2007;11;Por mutuo consentimiento vía judicial;37;Superior Universitario;34; Secundaria
Loja;2018;2013;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;32;Superior Universitario;28; Superior Universitario
Loja;2018;2005;13;Por mutuo consentimiento vía judicial;34;Secundaria;31; Superior Universitario
Carchi;2017;2012;5;Por mutuo consentimiento vía judicial;28;Educación media / Bachillerato;30; Superior Universitario
Los Ríos;2018;1991;27;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;51;Educación media / Bachillerato;48; Educación media / Bachillerato
Esmeraldas;2016;2004;12;El adulterio de uno de los cónyuges;49;Educación media / Bachillerato;29; Secundaria
Tungurahua;2016;1992;24;Por mutuo consentimiento vía judicial;47;Secundaria;45; Primaria
Los Ríos;2018;1996;21;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;44;Educación media / Bachillerato;42; Educación media / Bachillerato
Los Ríos;2016;2004;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;35;Educación media / Bachillerato;31; Educación media / Bachillerato
Manabí;2017;1996;20;Por mutuo consentimiento vía notarial;84;Primaria;49; Educación media / Bachillerato
Manabí;2018;1984;34;Por mutuo consentimiento vía judicial;60;Superior Universitario;53; Educación media / Bachillerato
Manabí;2017;1982;35;Por mutuo consentimiento vía notarial;62;Primaria;53; Educación básica
Manabí;2016;1980;36;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;60;Secundaria;57; Secundaria
Manabí;2018;1978;39;Por mutuo consentimiento vía judicial;64;Educación media / Bachillerato;63; Superior Universitario
Guayas;2018;2003;15;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;49;Secundaria;46; Secundaria
Manabí;2018;2002;15;Por mutuo consentimiento vía notarial;49;Educación media / Bachillerato;48; Superior no Universitario
Manabí;2017;2007;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;43;Superior Universitario;47; Superior Universitario
Manabí;2018;1993;24;Por mutuo consentimiento vía judicial;48;Secundaria;44; Superior Universitario
Manabí;2018;1992;25;Por mutuo consentimiento vía notarial;45;Educación básica;41; Educación básica
Santo Domingo de los Tsáchilas;2018;2007;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Educación básica;48; Secundaria
Santa Elena;2018;1997;21;Por mutuo consentimiento vía notarial;43;Educación media / Bachillerato;41; Educación media / Bachillerato
Manabí;2018;1994;24;Por mutuo consentimiento vía judicial;50;Educación media / Bachillerato;40; Educación media / Bachillerato
Manabí;2018;2003;15;Por mutuo consentimiento vía judicial;40;Educación media / Bachillerato;34; Educación básica
Manabí;2018;1996;22;Por mutuo consentimiento vía judicial;41;Primaria;35; Educación básica
Manabí;2017;2008;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;39;Secundaria;34; Superior Universitario
Manabí;2018;2009;8;Por mutuo consentimiento vía judicial;33;Educación media / Bachillerato;28; Educación media / Bachillerato
Manabí;2018;2001;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;40;Secundaria;35; Superior Universitario
Manabí;2018;2010;7;Por mutuo consentimiento vía judicial;34;Educación media / Bachillerato;25; Secundaria
